23.9	124	15.54	0
25.4	131.8	14.62	0
20.9	118.2	14.96	0
26.8	136.9	14.3	0
28.6	134.2	15.88	0
23.6	130.5	13.86	0
22.5	127.4	13.86	0
24	123.5	15.74	0
25	125.6	15.85	0
21.6	119.2	15.2	0
28	133.6	15.69	0
29.5	129	17.73	0
23.4	122.2	15.67	0
24.9	126	15.68	0
19.9	118.6	14.15	0
25.7	133.6	14.4	0
24.4	121.9	16.42	0
22	125.2	14.04	0
33	135	18.11	0
27.5	129.5	16.4	0
27.3	128.7	16.48	0
21.6	118	15.51	0
23.2	120.1	16.08	0
22.9	122.4	15.29	0
21.8	118.5	15.52	0
24.3	122.1	16.3	0
29.6	138	15.54	0
30.1	133.7	16.84	0
25.2	129.9	14.93	0
26.1	130	15.44	0
23.4	120	16.25	0
24.1	126.1	15.16	0
24.2	130.7	14.17	0
22.4	118.9	15.84	0
22.5	132.1	12.89	0
25.3	132	14.52	0
25	122.1	16.77	0
25.5	130.5	14.97	0
21	117	15.34	0
20.7	122.2	13.86	0
22.8	120.8	15.62	0
22.3	122.2	14.93	0
25.1	128.6	15.18	0
29.2	133.5	16.38	0
21.4	121.8	14.43	0
22.8	128.1	13.89	0
21.8	122.5	14.53	0
24.3	127.2	15.02	0
21.9	124.2	14.2	0
31.1	134.2	17.27	0
27.4	124.2	17.76	0
21.8	124	14.18	0
23.6	124.5	15.23	0
25.2	124.5	16.26	0
23.9	125.4	15.2	0
18.4	112.1	14.64	0
26.8	127.8	16.41	0
23.7	126.5	14.81	0
20.9	125.8	13.21	0
25.3	126.2	15.89	0
24.4	127.4	15.03	0
27.8	125.1	17.76	0
17.9	121.5	12.13	0
24.7	127.1	15.29	0
24.1	120	16.74	0
19.7	118.2	14.1	0
24.2	121	16.53	0
26.2	123.9	17.07	0
22.7	118.3	16.22	0
26.4	129.3	15.79	0
19.7	121.3	13.39	0
18.7	121.2	12.73	0
27.3	127.3	16.85	0
21.7	121	14.82	0
24.9	128.9	14.99	0
26.2	132.4	14.95	0
21.2	124.9	13.59	0
22.6	128.5	13.69	0
24.4	122	16.39	0
23.4	124.5	15.1	0
23.9	126.2	15.01	0
28.3	134.1	15.74	0
23.3	133.1	13.15	0
28.1	138.3	14.69	0
27.2	131	15.85	0
25.5	128.5	15.44	0
23.5	126.1	14.78	0
24.7	121.5	16.73	0
21.6	120.3	14.93	0
29.7	129.3	17.76	0
25.2	133.8	14.08	0
25.8	125.9	16.28	0
29.4	127.6	18.06	0
23.3	121.5	15.78	0
30.7	133.2	17.3	0
28	128	17.09	0
18.6	120.4	12.83	0
26.9	129.7	15.99	0
25.7	128.3	15.61	0
19.4	123.1	12.8	0
19.7	124	12.81	0
20.8	122.1	13.95	0
20.2	118.2	14.46	0
20.7	120	14.38	0
28.7	132	16.47	0
23.4	128	14.28	0
31.4	137.5	16.61	0
21.2	123.5	13.9	0
28.2	131.5	16.31	0
22.1	123.1	14.58	0
26	127.2	16.07	0
27.8	130.6	16.3	0
32	133.6	17.93	0
32.2	135.2	17.62	0
23.2	118	16.66	0
30.4	138.9	15.76	0
22.8	124.5	14.71	0
26.2	132.1	15.01	0
26.9	131.4	15.58	0
19.1	118.1	13.69	0
26	134.5	14.37	0
21.7	125	13.89	0
25.4	130.5	14.91	0
24.7	126.5	15.44	0
26.7	135.5	14.54	0
26.7	128.3	16.22	0
20.6	120.4	14.21	0
21.8	118.9	15.42	0
20.9	115.5	15.67	0
24.9	129.2	14.92	0
22.8	117.6	16.49	0
20.3	123.2	13.37	0
25.2	122.5	16.79	0
26.5	125.1	16.93	0
24.7	128.1	15.05	0
29	136	15.68	0
34.1	145.1	16.2	0
29.6	136.2	15.96	0
23.5	132.6	13.37	0
26.1	119.4	18.31	50
35.4	135.5	19.28	50
29.7	127.5	18.27	50
27.6	123.1	18.21	50
32.1	132.4	18.31	50
30.2	125.9	19.05	50
33.6	131.9	19.31	50
34.3	129.9	20.33	50
33.2	133.5	18.63	50
34.5	134.8	18.99	50
34.5	134.8	18.99	50
33.2	134.8	18.27	50
35.7	130.2	21.06	50
30.5	127.6	18.73	50
32.1	124.9	20.58	50
33.6	134.2	18.66	50
34.2	133.6	19.16	50
39.1	141.8	19.45	50
35.9	124.2	23.27	100
46.8	134.3	25.95	100
38.4	128.5	23.26	100
39.1	129.5	23.32	100
33	124.8	21.19	100
50.1	146.2	23.44	100
45.2	141.6	22.54	100
44.7	143.8	21.62	100
43.7	135.7	23.73	100
42.1	137.2	22.37	100
