45.1	154.9	18.8	0
48.7	150.7	21.44	0
39.3	148.7	17.77	0
30.6	143.2	14.92	0
44.6	161.4	17.12	0
41.6	162.2	15.81	0
48.5	156.5	19.8	0
32.7	152.6	14.04	0
54.9	165.5	20.04	0
55.2	160.2	21.51	0
48.2	161.9	18.39	0
40.5	147	18.74	0
33.3	143	16.28	0
48	158.6	19.08	0
43.5	158.7	17.27	0
40.2	154	16.95	0
42	154.2	17.66	0
45.6	159.2	17.99	0
49.2	158.4	19.61	0
35.1	149.9	15.62	0
51.5	167.2	18.42	0
61.7	168.1	21.83	0
60.3	171.5	20.5	0
38.3	148.1	17.46	0
39.7	140.8	20.03	0
39.8	150.3	17.62	0
40.2	148.5	18.23	0
56	170	19.38	0
46.1	153	19.69	0
31.5	149	14.19	0
42.4	154.3	17.81	0
40.7	154.2	17.12	0
56.2	164.5	20.77	0
30.8	155.8	12.69	0
42.7	146.8	19.81	0
47.5	158	19.03	0
44.2	159.9	17.29	0
44.1	158.9	17.47	0
41.2	146	19.33	0
37.3	145.8	17.55	0
42.1	153.2	17.94	0
51.6	162.5	19.54	0
36.4	154.2	15.31	0
43.2	157	17.53	0
37.3	151.5	16.25	0
45.4	159	17.96	0
45.2	155.2	18.77	0
35.3	155.2	14.66	0
58.1	165.2	21.29	0
67.9	176.1	21.9	0
41.3	154.6	17.28	0
48.4	163	18.22	0
41.8	158.2	16.7	0
50.2	163.1	18.87	0
49	158	19.63	0
58.4	162.3	22.17	50
65.8	165.6	23.99	50
63.5	163	23.9	50
52.3	152	22.64	50
53.9	148.8	24.34	50
61.2	153.9	25.84	50
74	178.1	23.33	50
60.7	160	23.71	50
55.8	157.1	22.61	50
63.3	159.1	25.01	50
62	159.5	24.37	50
60.5	161.8	23.11	50
67.2	175	21.94	50
57.3	159.2	22.61	50
72.3	175	23.61	50
72.6	155	30.22	100
90.3	179.9	27.9	100
74.8	163.2	28.08	100
91.6	180.1	28.24	100
