29.1	130.2	17.17	0
25.2	129	15.14	0
29.3	131.7	16.89	0
37.7	142.5	18.57	0
31.6	131.3	18.33	0
30.7	138.3	16.05	0
25.7	127	15.93	0
22.6	132.2	12.93	0
25.4	128.2	15.45	0
19.7	122.1	13.21	0
28.2	135	15.47	0
30.7	133.1	17.33	0
21.3	118.5	15.17	0
19.8	117	14.46	0
26.1	128.9	15.71	0
27.8	134.3	15.41	0
27.5	126.8	17.1	0
26.8	131.1	15.59	0
20.1	120	13.96	0
22.2	128	13.55	0
20.4	118.5	14.53	0
30.8	135.8	16.7	0
18.5	124	12.03	0
27.1	131.5	15.67	0
38.7	145.9	18.18	0
28.5	133.5	15.99	0
23.2	127	14.38	0
31	135	17.01	0
25.2	127.1	15.6	0
21.8	129.4	13.02	0
24.1	127.8	14.76	0
22.2	121.8	14.96	0
24.7	130.8	14.44	0
35.4	139.5	18.19	0
23.3	123.1	15.38	0
23.4	128.2	14.24	0
31.6	138.3	16.52	0
22.1	126.1	13.9	0
28.8	132.6	16.38	0
23.7	132.1	13.58	0
27.2	130.2	16.05	0
27.2	128.9	16.37	0
25.7	136.3	13.83	0
21.7	123.8	14.16	0
27.7	132	15.9	0
20.9	126.8	13	0
31.5	140	16.07	0
27.6	137.5	14.6	0
32	139.6	16.42	0
30.1	131.5	17.41	0
26.9	135.5	14.65	0
31.8	131.6	18.36	0
27.4	131.5	15.85	0
24.4	124	15.87	0
38.9	144.2	18.71	0
24.6	129	14.78	0
30.3	135.6	16.48	0
36.5	142.2	18.05	0
29	127.1	17.95	0
23.9	127	14.82	0
24.8	125	15.87	0
31	135	17.01	0
28.7	127	17.79	0
22.5	130.4	13.23	0
26.9	130.3	15.84	0
24.2	128.5	14.66	0
25.2	134.6	13.91	0
26	130.5	15.27	0
33.1	137	17.64	0
30.5	134.9	16.76	0
30.3	142.7	14.88	0
25.7	130	15.21	0
25.2	125	16.13	0
26.5	129.8	15.73	0
23.6	132	13.54	0
28.8	132.3	16.45	0
25.2	129.9	14.93	0
37.5	143.2	18.29	0
26.7	131.5	15.44	0
27.2	134.2	15.1	0
34.4	141.2	17.25	0
23.2	121.1	15.82	0
25	139.5	12.85	0
36	140.8	18.16	0
30.2	133.6	16.92	0
27.1	128	16.54	0
24.2	127	15	0
26.2	132.1	15.01	0
24.4	129.5	14.55	0
27.3	134.9	15	0
27	131.5	15.61	0
30.5	133.7	17.06	0
32.5	132.1	18.62	0
29	133.3	16.32	0
28.2	131.1	16.41	0
33.2	135.8	18	0
24.8	126.8	15.42	0
26.4	131.2	15.34	0
30.1	135.2	16.47	0
30.2	142.5	14.87	0
30.6	128	18.68	0
24.9	131.9	14.31	0
36.7	151.1	16.07	0
24.7	134.2	13.71	0
26.5	134.9	14.56	0
29.5	135.4	16.09	0
28.6	135.2	15.65	0
23.7	124.9	15.19	0
30.4	137.5	16.08	0
28.3	135.9	15.32	0
35	137	18.65	0
29	135.3	15.84	0
29.8	137.5	15.76	0
31	138.4	16.18	0
25.2	124	16.39	0
33.3	133.8	18.6	0
31.8	129.6	18.93	0
38.6	144	18.61	0
26.8	136.1	14.47	0
31.5	127.8	19.29	50
37.3	134.1	20.74	50
38.4	142.1	19.02	50
38.7	133.2	21.81	50
42.7	140.2	21.72	50
31	126.5	19.37	50
35.1	130.6	20.58	50
37.6	140	19.18	50
32.4	127.5	19.93	50
36.9	140.1	18.8	50
45.1	147.5	20.73	50
37.2	134.4	20.59	50
35.4	133.4	19.89	50
39.3	134.3	21.79	50
42	145	19.98	50
37.1	136.2	20	50
35.1	133.1	19.81	50
41	136.6	21.97	50
38.7	140.8	19.52	50
40.2	140.6	20.34	50
33.2	129.8	19.71	50
36.2	131	21.09	50
37.4	138.5	19.5	50
39.2	137.5	20.73	50
42.8	139	22.15	50
41.3	140.8	20.83	50
43.9	142.5	21.62	50
35.9	131.5	20.76	50
39.9	141.8	19.84	50
48.1	134.6	26.55	100
40	131.5	23.13	100
50.8	145.4	24.03	100
42	135.1	23.01	100
45.9	135.2	25.11	100
47.1	135	25.84	100
53.2	143.5	25.83	100
52.9	139.6	27.14	100
50.3	144.2	24.19	100
45.5	133	25.72	100
