49.4	161.6	18.92	0
47.4	166.2	17.16	0
44.8	160.3	17.43	0
54.2	172.8	18.15	0
60.1	162.5	22.76	0
53.9	169	18.87	0
43.6	156.6	17.78	0
90	180	27.78	50
44.8	158	17.95	0
45.3	162	17.26	0
72.4	168.5	25.5	50
75.3	165	27.66	50
65.2	170.3	22.48	0
69.7	180.1	21.49	0
73.6	171.1	25	50
58.9	173.2	19.63	0
44.5	161.8	17	0
83.8	171.4	28.52	100
38.4	148.1	17.51	0
52.7	176.9	16.84	0
68	174.9	22.23	0
64.5	178.9	20.15	0
59.6	180.5	18.29	0
50.6	161.5	19.4	0
67.7	179.2	21.08	0
74.3	186.9	21.27	0
79.3	180.1	24.45	50
53.2	168	18.85	0
56.1	176.1	18.09	0
36.4	156.1	14.94	0
49.3	163.2	18.51	0
52.8	173.2	17.6	0
55.5	162.3	21.07	0
71	188.6	19.96	0
45.8	164	17.03	0
51.1	160.6	19.81	0
43.5	159.2	17.16	0
51.5	166.1	18.67	0
56.7	167.2	20.28	0
86.6	180.2	26.67	50
85.1	174	28.11	50
41.4	161.5	15.87	0
60.2	169.7	20.9	0
45.3	160	17.7	0
54.2	155.5	22.41	0
51	167.4	18.2	0
50.6	165	18.59	0
63.6	163.8	23.7	50
72.8	183.5	21.62	0
50.2	165.1	18.42	0
44.8	161.5	17.18	0
59.8	173.2	19.93	0
61.1	176.2	19.68	0
50	165.7	18.21	0
38.6	147	17.86	0
49.9	172.8	16.71	0
50.1	166.4	18.09	0
42.1	153.4	17.89	0
62.5	165.5	22.82	0
49.3	160.3	19.19	0
56.7	166.6	20.43	0
60.6	173.9	20.04	0
58	166	21.05	0
66.9	180.8	20.47	0
142	179	44.32	100
56.5	170.9	19.34	0
62.5	166.5	22.55	0
76.5	173.2	25.5	50
38.8	152.8	16.62	0
81	171	27.7	50
59.8	182	18.05	0
61.5	167.6	21.89	0
58.2	157.3	23.52	50
44.7	155.6	18.46	0
54.3	176.1	17.51	0
63.6	183	18.99	0
63.4	182.7	18.99	0
48.2	170.3	16.62	0
82	181.5	24.89	50
89.1	180	27.5	50
