54.2	170.8	18.58	0
50.1	169.1	17.52	0
60.5	168.3	21.36	0
70	177	22.34	0
57.5	173.5	19.1	0
90.4	178.5	28.37	50
79.1	191.3	21.61	0
62.1	183	18.54	0
60	170.1	20.74	0
61.3	166.5	22.11	0
64.7	182.5	19.43	0
63.8	171.3	21.74	0
58	175.5	18.83	0
55.1	176.8	17.63	0
55.7	172.1	18.81	0
57	177.6	18.07	0
63.5	161	24.5	50
97	183.4	28.84	50
56.8	178.1	17.91	0
61.6	171	21.07	0
76.4	183	22.81	0
87.9	160.4	34.16	100
59.3	168	21.01	0
102.3	183.2	30.48	100
51.1	161.7	19.54	0
53.8	160	21.02	0
66	175.5	21.43	0
64.3	178.1	20.27	0
67	185.3	19.51	0
68.3	178.9	21.34	0
57.2	179.1	17.83	0
60.5	184.6	17.75	0
72.4	169.5	25.2	50
52.7	162	20.08	0
71.1	190	19.7	0
49	168.2	17.32	0
48.5	159.7	19.02	0
66	170	22.84	0
67.2	168	23.81	0
61.1	165	22.44	0
73.9	173	24.69	50
58.5	173.2	19.5	0
81	178	25.56	50
50.7	163.8	18.9	0
89	177.5	28.25	50
55.9	173	18.68	0
60.1	181.6	18.22	0
55.6	176.2	17.91	0
52.8	162	20.12	0
68.2	184.2	20.1	0
64.1	166.8	23.04	0
94.6	184.1	27.91	50
64.1	178	20.23	0
61.4	170.1	21.22	0
64.1	170.2	22.13	0
62.4	175	20.38	0
62.6	181.3	19.04	0
50	161.1	19.27	0
59.2	170.9	20.27	0
97.5	177.6	30.91	100
