32.9	142.7	16.16	0
35.6	146.9	16.5	0
38.7	151.3	16.91	0
43.1	146.5	20.08	0
35.9	145.6	16.93	0
31.9	138.3	16.68	0
27.1	140.8	13.67	0
50.2	168.4	17.7	0
46.7	153.2	19.9	0
38.6	156.5	15.76	0
41.6	152.8	17.82	0
38.1	144.3	18.3	0
40.8	158.3	16.28	0
36.3	149.5	16.24	0
42.5	156.6	17.33	0
38.1	138.3	19.92	0
32.2	140.5	16.31	0
41	152.5	17.63	0
43.1	145.6	20.33	0
47.7	157.3	19.28	0
38.4	147.2	17.72	0
43	147	19.9	0
45.4	152.5	19.52	0
48.3	151	21.18	0
43.2	163.4	16.18	0
26.2	135	14.38	0
48.6	161.6	18.61	0
32	142.1	15.85	0
63	176.2	20.29	0
35.6	145.5	16.82	0
41	155.4	16.98	0
45.6	148.3	20.73	0
45.4	152	19.65	0
43.4	157.5	17.5	0
35.2	145.1	16.72	0
34.5	142	17.11	0
34.8	147.5	16	0
41.8	157	16.96	0
45.6	150.8	20.05	0
43.8	151.1	19.18	0
49.1	160.5	19.06	0
29.8	142.9	14.59	0
39.3	151.4	17.15	0
50.2	160.1	19.58	0
47.5	159.5	18.67	0
32.1	146.1	15.04	0
51.7	151.3	22.58	50
60.3	159.3	23.76	50
47.9	149.2	21.52	50
38.7	134.3	21.46	50
56.1	149.1	25.24	50
54.6	156.8	22.21	50
53.6	145.2	25.42	50
63.4	158	25.4	50
65.6	159	25.95	50
56.9	149.2	25.56	50
52.6	146.2	24.61	50
80.8	159	31.96	100
67.7	153.2	28.85	100
57	145.2	27.04	100
59.1	142	29.31	100
